 6        , 100.99.255.148        , OM        , 404-97-592099-30 , UW_E_F1_OM_MUA28A_A   , 151577374 , 29.46543 , 77.69961000000001 , 1          , 0                 , 1             , 0                 , 1             
 6        , 100.99.255.148        , OM        , 404-97-504577-62 , UW_E_F5_OM_MUA235C_C  , 129171774 , 29.46125 , 77.71569          , 1          , 0                 , 1             , 4.393875          , 1             
 6        , 100.99.255.148        , OM         , 404-97-591934-60 , UW_E_F5_IM_MUA65A_A   , 151535164 , 29.46447 , 77.69307999999999 , 2          , 8.78199           , 2             , 8.744225          , 2             
 6        , 100.99.255.148        , OM        , 404-97-591905-62 , UW_E_F5_IM_MUA16C_C    , 151527742 , 29.47124 , 77.72743          , 1          , 4.39263           , 1             , 4.395243          , 1             
 6        , 100.99.255.148        , OM         , 404-97-81381-3   , UW_E_F3_OM_KDHI01C_C  , 20833539  , 29.46365 , 77.60401          , 1          , 4.394536          , 1             , 4.398425          , 1             
 6        , 100.99.255.148        , OM        , 404-97-502692-60 , UW_E_F5_OM_MUA216A_A   , 128689212 , 29.46601 , 77.69580999999999 , 1          , 0                 , 1             , 0                 , 1             
 6        , 100.99.255.148        , OM        , 404-97-509431-60 , UW_E_F5_IM_MUA06A_A   , 130414396 , 29.47026 , 77.70650999999999 , 3          , 17.578205         , 4             , 17.575            , 4             
 6        , 100.99.255.148        , OM        , 404-97-93763-2   , UW_E_F3_OM_MUA48B_B    , 24003330  , 29.47286 , 77.7052           , 5          , 17.520188         , 6             , 17.527968         , 6             
 6        , 100.99.255.148        , OM        , 404-97-95418-3   , UW_E_F3_OM_MUA84C_C   , 24427011  , 29.46597 , 77.70959999999999 , 4          , 21.953551         , 5             , 21.940022         , 5             
 6        , 100.99.255.148        , OM        , 404-97-803631-92 , UW_E_T1_OM_MUA127C_C   , 205729628 , 29.47292 , 77.71738999999999 , 1          , 4.392066          , 1             , 4.395263          , 1             
 6        , 100.99.255.148        , OM        , 404-97-503632-61 , UW_E_F5_OM_MUA226B_B  , 128929853 , 29.47612 , 77.70705          , 2          , 8.787302          , 2             , 8.776637000000001 , 2             
 6        , 100.99.255.148        , OM        , 404-97-9449-1    , UW_E_F3_OM_MUA20A_A    , 2418945   , 29.47202 , 77.70064000000001 , 2          , 21.889686         , 5             , 21.892075         , 5             
 6        , 100.99.255.148        , OM         , 404-97-803462-82 , UW_E_T2_OM_MUA123C_C   , 205686354 , 29.46977 , 77.70253          , 29         , 347.013112        , 80            , 338.536414        , 80            
